,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1038,2019,22.6059200846,NV.IND.TOTL.ZS,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
1039,2020,20.8599361675,NV.IND.TOTL.ZS,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
1040,2015,43.8938141693,NV.IND.TOTL.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1041,2016,41.4486936339,NV.IND.TOTL.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1042,2017,42.5746249848,NV.IND.TOTL.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1043,2018,47.0329278957,NV.IND.TOTL.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1044,2019,46.1603691405,NV.IND.TOTL.ZS,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
1045,2015,18.4199024713,NV.IND.TOTL.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1046,2016,17.8524518828,NV.IND.TOTL.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1047,2017,18.1674309743,NV.IND.TOTL.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1048,2018,18.1245424392,NV.IND.TOTL.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1049,2019,17.8321903772,NV.IND.TOTL.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1050,2020,16.9163069432,NV.IND.TOTL.ZS,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
1051,2015,18.5445077473,NV.IND.TOTL.ZS,USA,United States,North America,High income,Not classified
1052,2016,17.9650951868,NV.IND.TOTL.ZS,USA,United States,North America,High income,Not classified
1053,2017,18.2514054669,NV.IND.TOTL.ZS,USA,United States,North America,High income,Not classified
1054,2018,18.5278233112,NV.IND.TOTL.ZS,USA,United States,North America,High income,Not classified
1055,2019,18.1563709662,NV.IND.TOTL.ZS,USA,United States,North America,High income,Not classified
1056,2015,25.441758056,NV.IND.TOTL.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1057,2016,18.8495162868,NV.IND.TOTL.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1058,2017,17.8366481494,NV.IND.TOTL.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1059,2018,18.2203775932,NV.IND.TOTL.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1060,2019,17.8543206702,NV.IND.TOTL.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1061,2020,17.9510588209,NV.IND.TOTL.ZS,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
1062,2015,23.717056032,NV.IND.TOTL.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1063,2016,24.143094314,NV.IND.TOTL.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1064,2017,24.7239247471,NV.IND.TOTL.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1065,2018,28.9943280253,NV.IND.TOTL.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1066,2019,32.6784909061,NV.IND.TOTL.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1067,2020,32.7844692601,NV.IND.TOTL.ZS,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
1068,2015,11.4955371154,NV.IND.TOTL.ZS,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
1069,2015,33.2500807324,NV.IND.TOTL.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1070,2016,32.7150421755,NV.IND.TOTL.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1071,2017,33.399128042,NV.IND.TOTL.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1072,2018,34.2323772737,NV.IND.TOTL.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1073,2019,34.4896633422,NV.IND.TOTL.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1074,2020,33.7241077395,NV.IND.TOTL.ZS,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
1075,2015,16.425238327,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1076,2016,17.2627779869,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1077,2017,19.2317708333,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1078,2018,19.2841256774,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1079,2019,18.4328946216,NV.IND.TOTL.ZS,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
1080,2015,36.3674044137,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
1081,2016,46.6631987403,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
1082,2017,42.2184089546,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
1083,2018,35.610681613,NV.IND.TOTL.ZS,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
1084,2015,33.6572491152,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1085,2016,34.8771666096,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1086,2017,37.3040449215,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1087,2018,34.4853275189,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1088,2019,34.9420367517,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1089,2020,42.7359350355,NV.IND.TOTL.ZS,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
1090,2015,22.3583917035,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1091,2016,22.1150590704,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1092,2017,19.7947978161,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1093,2018,12.612401942,NV.IND.TOTL.ZS,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
1094,2015,2087.3053230668,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1095,2016,1981.118068507,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1096,2017,2058.4002210698,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1097,2018,2082.6356482136,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1098,2019,2152.3664894209,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1099,2020,2087.6363940006,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
1100,2015,11658.8660596051,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1101,2016,12078.8007284137,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1102,2017,12770.9750370811,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1103,2018,13546.4816863125,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1104,2019,14230.9895072106,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1105,2020,13817.7589656756,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
1106,2015,12015.6329073378,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1107,2016,11624.3407087852,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1108,2017,11737.4161588301,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1109,2018,11921.7253285832,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1110,2019,11997.3378341915,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1111,2020,11268.2644722324,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
1112,2015,7337.5698220494,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1113,2016,7103.2264306109,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1114,2017,7310.8965889551,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1115,2018,7099.9719580993,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1116,2019,6952.4193623685,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1117,2020,6538.4520538729,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1118,2015,18911.3068944389,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1119,2016,19920.2657838504,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1120,2017,19840.2840357026,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1121,2018,21535.330885686,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1122,2019,22460.0192532032,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1123,2020,18942.3880651775,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1124,2015,20105.1989918165,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1125,2016,20307.870052142,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1126,2017,23597.117752839,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1127,2018,23305.847419406,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1128,2019,22996.9855202977,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1129,2020,20767.6105001703,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1130,2015,9969.6648539782,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1131,2016,10704.2297624759,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1132,2017,12115.1392902637,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1133,2018,13020.3963185992,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1134,2019,14231.180188533,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1135,2020,13284.160830729,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1136,2015,37311.7503195981,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1137,2016,37585.0250792115,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1138,2017,38897.122666275,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1139,2015,46288.3344786414,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1140,2016,47339.969213264,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1141,2017,48482.6474614392,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1142,2018,50252.8404567524,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1143,2019,52203.1322876387,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1144,2020,52518.3244830382,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1145,2015,49865.9039424185,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1146,2016,52684.0171130768,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1147,2017,54169.9639937065,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1148,2018,57050.3513549091,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1149,2019,58649.6683148852,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1150,2020,55097.4612258328,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1151,2015,14938.4011276715,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1152,2016,14371.0227410092,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1153,2017,14121.4069355591,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1154,2018,14550.8204045494,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1155,2019,15049.9385648137,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1156,2020,14451.9836966507,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1157,2015,33424.2446640741,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1158,2016,34154.9814490258,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1159,2017,36298.4480017563,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1160,2018,37908.8381385227,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1161,2019,38669.3350131335,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1162,2020,32453.5295740897,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1163,2015,45575.7835718316,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1164,2016,44768.9709139461,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1165,2017,47709.7780156397,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1166,2018,47309.7095539899,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1167,2019,46966.0262725818,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1168,2020,43181.2106255754,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1169,2015,3555.505259706,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1170,2016,3848.9576636919,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1171,2017,4160.7033247153,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1172,2018,4547.4795716194,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1173,2019,4954.7614000529,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1174,2020,5082.6807503643,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1175,2015,15510.6612056616,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1176,2016,15951.9586760888,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1177,2017,15789.0411622149,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1178,2018,16051.2558119276,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1179,2019,16300.422208391,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1180,2020,13576.8017995317,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1181,2015,18041.2425036167,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1182,2016,17725.7521791512,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1183,2017,18280.1989190642,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1184,2018,19338.6664376772,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1185,2019,20098.5989768733,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1186,2020,20199.6984928506,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1187,2015,46200.904454307,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1188,2016,48597.3999826201,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1189,2017,50442.2705419623,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1190,2018,52662.5329289973,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1191,2019,54709.4669035074,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1192,2020,51968.1920227771,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1193,2015,7235.7101776584,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1194,2016,7236.9309594066,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1195,2017,7193.6343099034,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1196,2018,7436.2264215185,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1197,2019,7558.6046557447,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1198,2020,6455.9617526987,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
1199,2015,2886.8291371897,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1200,2016,3004.8078049909,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1201,2017,3044.5171562032,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1202,2018,3236.670417183,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1203,2019,3426.3296544539,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1204,2020,3505.6351635826,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1205,2015,71873.2280578182,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1206,2016,76362.0514142141,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1207,2017,81834.9558735543,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1208,2018,83377.0646748086,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1209,2019,85263.7630031759,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
1210,2015,9500.6507156498,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1211,2016,10457.244384538,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1212,2017,11142.4746724654,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1213,2018,11620.9159001164,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1214,2019,12332.5394928352,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1215,2020,11508.1741774838,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1216,2015,7133.8731450873,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1217,2016,7499.7727395414,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1218,2017,8423.6975596562,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1219,2018,8863.3491743931,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1220,2019,9093.43166012,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1221,2020,8367.3271590664,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1222,2015,12010.7123648982,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1223,2016,13072.1322301285,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1224,2017,13753.8320539223,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1225,2018,14916.7943797238,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1226,2019,15847.1340401587,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1227,2020,15611.7913059942,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1228,2015,15547.1643247545,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1229,2016,17260.4565424384,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1230,2017,17253.6874951645,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1231,2018,18058.060955774,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1232,2019,18528.5884353174,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1233,2020,16920.8466745308,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1234,2015,14744.1136344696,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1235,2016,14256.163385421,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1236,2017,14524.6135408175,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1237,2018,15020.4382238881,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1238,2019,15388.2349159911,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1239,2020,14836.3071009143,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1240,2015,62540.6252209261,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1241,2016,56297.2267116989,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1242,2017,60994.5315563275,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1243,2018,61839.1175656081,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1244,2019,64724.1323936862,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1245,2020,65661.6939297088,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1246,2015,18343.1107773187,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1247,2016,20019.5912818443,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1248,2017,21387.2766420381,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1249,2018,22911.2983540279,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1250,2019,24579.2165450171,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1251,2020,24367.3239228848,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1252,2015,1713.5201359122,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1253,2016,1895.2950660337,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1254,2017,2044.3869867676,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1255,2018,2171.2389971227,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1256,2019,2270.4440186964,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1257,2020,2279.1561732033,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1258,2015,841.64602586,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1259,2016,796.9440833731,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1260,2017,773.572858671,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1261,2018,779.8081756679,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1262,2019,783.4519831987,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1263,2020,771.2096187616,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
